"community","city","district","address","latitude","longitude","latitude_gps","longitude_gps","type","total_area","total_units","year"
"福星惠誉国际城3期","武汉市","武昌","武昌-中北路-团结大道","30.5898","114.358073","30.585821494550757","114.3461545030925","暂无数据","暂无数据","暂无数据","暂无数据"
"风华天城","武汉市","武昌","武昌-南湖花园-平安路","30.512786","114.327887","30.50934059561307","114.31586666384322","暂无数据","280000m²","693户","2004年"
"东湖名邸","武汉市","武昌","武昌-东湖风景区-东湖路","30.572319193693","114.37374546382","30.568315935998555","114.36181598391782","暂无数据","30000m²","188户","2006年"
"白玫瑰花苑","武汉市","武昌","武昌-中北路-中北路253号","30.577110192711","114.35868537195","30.573132099929538","114.34677308596964","暂无数据","暂无数据","暂无数据","2000年"
"沙湖金港苑","武汉市","武昌","武昌-中北路-武车路","30.577175485765","114.3338416551","30.573605450248866","114.32187148132024","暂无数据","56435m²","480户","2005年"
"四美花苑","武汉市","武昌","武昌-徐东-杨园西路","30.60682","114.342618","30.603061013968972","114.33065242792561","暂无数据","暂无数据","暂无数据","暂无数据"
"伟鹏苑","武汉市","武昌","武昌-中北路-中北路122号","30.568368140038","114.36168589201","30.564370350780916","114.34977341465806","暂无数据","160000m²","396户","2004年"
"东亭小区","武汉市","武昌","武昌-中北路-黄鹂路","30.572848","114.364921","30.568834111891647","114.35300778679199","暂无数据","暂无数据","暂无数据","1998年"
"南国SOHO520","武汉市","武昌","武昌-南湖花园-丁字桥南路520号","30.511707","114.331379","30.50819670473529","114.3193689471886","公寓","暂无数据","暂无数据","2008年"
"顺民大厦","武汉市","武昌","武昌-阅马场首义-武珞路36号","30.545737809257","114.31605260092","30.542460195270795","114.30402596359123","暂无数据","32823m²","246户","2005年"
"迪雅花园","武汉市","武昌","武昌-南湖花园-雄楚大道238号","30.521896","114.34082","30.518196834770524","114.32883880158893","暂无数据","53000m²","304户","1999年"
"杨园街电信社区","武汉市","武昌","武昌-徐东-才华街","30.601809","114.352247","30.597891669813542","114.34031017851126","暂无数据","暂无数据","暂无数据","2000年"
"武铁洪山住宅小区","武汉市","武昌","武昌-水果湖-八一路26号","30.546261","114.346499","30.54245363669895","114.33455044391008","暂无数据","暂无数据","暂无数据","1990年"
"百瑞景中央生活区6期","武汉市","武昌","武昌-中南丁字桥-宝通寺路30号","30.529505","114.341597","30.525789412782647","114.3296212072485","暂无数据","暂无数据","暂无数据","2016年"
"复地东湖国际四期","武汉市","武昌","武昌-中北路-兴沪路","30.565523","114.357878","30.561555749878696","114.34596341714497","公寓","暂无数据","暂无数据","2012年"
"中建广场","武汉市","武昌","武昌-水果湖-中南路2号","30.541287","114.339071","30.53761946201098","114.32709640966978","暂无数据","暂无数据","暂无数据","2006年"
"采荷居","武汉市","武昌","武昌-南湖花园-南湖下潘息村21号","30.519014","114.321907","30.5156657133951","114.30987211570238","暂无数据","暂无数据","暂无数据","暂无数据"
"星海虹城","武汉市","武昌","武昌-小东门-民主二路58号","30.55674117888","114.33560395085","30.553141152799554","114.32363211522669","暂无数据","200000m²","1139户","2006年"
"武昌城市公园","武汉市","武昌","武昌-武昌火车站-静安路9号","30.530680494104","114.32678321956","30.527250553810173","114.31476354509309","暂无数据","118047m²","1023户","2005年"
"武汉铁路大东门住宅小区","武汉市","武昌","武昌-武昌火车站-武珞路二巷","30.54007","114.326969","30.53663585195103","114.31495695568185","暂无数据","120000m²","800户","1998年"
"伟业佳苑","武汉市","武昌","武昌-南湖花园-长虹桥27号","30.51964497556","114.31829719689","30.516345427973175","114.30625658183138","暂无数据","暂无数据","暂无数据","2000年"
"中山社区","武汉市","武昌","武昌-积玉桥-中山路","30.561627","114.310808","30.558390182311594","114.29879278705302","暂无数据","暂无数据","300户","2001年"
"百瑞景中央生活区4期","武汉市","武昌","武昌-中南丁字桥-宝通寺路28号","30.530903","114.340924","30.527200211433634","114.32894701229372","公寓","暂无数据","暂无数据","2015年"
"中南SOHO城","武汉市","武昌","武昌-中南丁字桥-文安街","30.536169","114.335365","30.532575370879027","114.32337441546495","公寓","暂无数据","暂无数据","2015年"
"南国新东城","武汉市","武昌","武昌-武昌火车站-中山路487号","30.543442369372","114.32492381698","30.540043086012886","114.31290971077291","暂无数据","1000m²","575户","2007年"
"复地东湖国际五六期","武汉市","武昌","武昌-中北路-兴沪路,近西岭路","30.564968","114.355088","30.561030761772212","114.34317049997075","公寓","暂无数据","暂无数据","2014年"
"紫阳金利屋","武汉市","武昌","武昌-阅马场首义-紫阳路139号","30.540686696083","114.30875126356","30.53746161068112","114.29671959101887","暂无数据","50000m²","412户","2006年"
"蓝湾俊园","武汉市","武昌","武昌-积玉桥-临江大道76号","30.565468","114.312002","30.56222297286737","114.29998861522188","暂无数据","200000m²","1200户","2003年"
"武昌区杨园街柴东社区","武汉市","武昌","武昌-徐东-才茂街","30.607294","114.354935","30.603338106037345","114.34299625630949","暂无数据","508500m²","8475户","1993年"
"万科朗苑","武汉市","武昌","武昌-徐东-润园路8号","30.602988","114.351387","30.599082186047305","114.33944734756918","公寓","暂无数据","暂无数据","2007年"
"复地东湖国际三期","武汉市","武昌","武昌-中北路-兴武路,近兴国北路","30.567819","114.359528","30.56383667508626","114.34761514005605","公寓","暂无数据","暂无数据","2013年"
"中大长江紫都紫桂苑","武汉市","武昌","武昌-武泰闸烽火-武金堤路","30.516443","114.291689","30.51315117907417","114.27968934189053","暂无数据","暂无数据","暂无数据","2010年"
"中大长江紫都紫兰苑","武汉市","武昌","武昌-武泰闸烽火-江盛西路","30.520652","114.291955","30.517362019495216","114.27995443397543","暂无数据","暂无数据","暂无数据","暂无数据"
"银海华庭","武汉市","武昌","武昌-水果湖-八一路87号","30.54457","114.350891","30.540691470497237","114.3389508845073","暂无数据","132480m²","930户","2003年"
"欧林湾","武汉市","武昌","武昌-积玉桥-和平大道508号","30.573275","114.320185","30.56994313825574","114.30818040892473","暂无数据","71345m²","494户","2010年"
"东方莱茵","武汉市","武昌","武昌-南湖花园-建安街8附23号","30.512611","114.316543","30.509333784391305","114.30450101624048","暂无数据","140000m²","1032户","2006年"
"楚材社区","武汉市","武昌","武昌-司门口-中华路88号附2号","30.553896087216","114.30771929019","30.55067339972533","114.29570038025496","暂无数据","130000m²","暂无数据","1998年"
"水岸星城A区","武汉市","武昌","武昌-中北路-徐东大街28号","30.583759","114.353702","30.57983254402715","114.34178258441854","公寓","680000m²","500户","2010年"
"百瑞景中央生活区东二区西区","武汉市","武昌","武昌-中南丁字桥-宝通寺路39号","30.528479","114.342903","30.524738695351825","114.33093050191052","暂无数据","暂无数据","暂无数据","2012年"
"水岸国际瞰江公寓","武汉市","武昌","武昌-徐家棚-和平大道","30.580317","114.326557","30.57688258995528","114.31456504018105","暂无数据","暂无数据","暂无数据","暂无数据"
"世纪彩城","武汉市","武昌","武昌-中北路-中北路151号","30.578685","114.361692","30.57468379409823","114.3497799813466","暂无数据","140000m²","1000户","2006年"
"兴华嘉天下","武汉市","武昌","武昌-中北路-徐东大街150号","30.586449","114.357082","30.58248199736033","114.34516506083047","暂无数据","141500m²","1118户","2007年"
"馨都雅园","武汉市","武昌","武昌-徐东-和平大道751号","30.611896","114.353493","30.60795514696214","114.34154729986469","暂无数据","70300m²","649户","2007年"
"逸居苑(徐东大街)","武汉市","武昌","武昌-徐东-徐东大街","30.598445","114.349524","30.594570416439648","114.33758535155359","暂无数据","500m²","1000户","2000年"
"宁静苑(平安路)","武汉市","武昌","武昌-南湖花园-平安路","30.520905","114.326478","30.517482214821058","114.31445360986223","暂无数据","31214m²","320户","2000年"
"水岸国际澜桥公馆","武汉市","武昌","武昌-中北路-友谊大道","30.571869","114.327513","30.568420773146496","114.31552432850451","普通住宅","暂无数据","暂无数据","2015年"
"天源城","武汉市","武昌","武昌-中北路-中北路122号","30.570360283677","114.35905080263","30.56638125173862","114.3471384553744","暂无数据","300000m²","700户","2003年"
"英特小区","武汉市","武昌","武昌-中北路-徐东大街316号","30.582167","114.363592","30.578154395708317","114.35167821257522","暂无数据","66000m²","3000户","2001年"
"中力名居(徐东大街)","武汉市","武昌","武昌-徐东-徐东大街92号","30.592673478948","114.35408209519","30.588737394207914","114.34215714949546","暂无数据","34673m²","318户","2003年"
"水云居(秦园东路)","武汉市","武昌","武昌-中北路-秦园东路","30.577933","114.358985","30.573951981163248","114.34707272087792","暂无数据","38700m²","244户","2006年"
"松涛苑(瑞安街)","武汉市","武昌","武昌-南湖花园-瑞安街224号","30.517426","114.32939","30.513951534779277","114.31737320860793","暂无数据","80000m²","800户","1999年"
"汉宫银座","武汉市","武昌","武昌-积玉桥-中山路99号","30.561462","114.312312","30.558215573157806","114.30029651249413","暂无数据","暂无数据","暂无数据","2009年"
"华锦花园","武汉市","武昌","武昌-南湖花园-恒安路2号","30.508331508715","114.32355614684","30.504961504276064","114.31152686216544","暂无数据","96853m²","874户","2000年"
"水岸星城B区","武汉市","武昌","武昌-中北路-徐东二路2号","30.580327","114.348241","30.576482994973723","114.33631235640483","暂无数据","680000m²","608户","2010年"
"东润上域","武汉市","武昌","武昌-徐东-友谊大道661号","30.603096","114.355309","30.599138453911745","114.34337529810323","暂无数据","34000m²","288户","2007年"
"张家湾小区","武汉市","武昌","武昌-水果湖-东三路20号","30.549717","114.352465","30.545815479279433","114.34053250660935","暂无数据","暂无数据","暂无数据","1995年"
"027社区","武汉市","武昌","武昌-南湖花园-雄楚大道28号","30.527041","114.322428","30.523683162708064","114.31039631893998","暂无数据","55940m²","1700户","2008年"
"楚天都市雅园","武汉市","武昌","武昌-中北路-中北路230号","30.57865","114.364288","30.574636137459557","114.35237487464981","公寓","暂无数据","暂无数据","2016年"
"水岸国际时代上城","武汉市","武昌","武昌-徐家棚-友谊大道","30.574522","114.326343","30.57109355352452","114.31435143803537","暂无数据","暂无数据","暂无数据","2015年"
"中南六十七号院","武汉市","武昌","武昌-中南丁字桥-文安街","30.535424500688","114.333839589","30.53186111821609","114.32184364825518","暂无数据","暂无数据","暂无数据","2015年"
"向阳佳苑","武汉市","武昌","武昌-中南丁字桥-丁字桥路80-附35号","30.532339","114.335068","30.52875166465975","114.32307366017788","暂无数据","暂无数据","暂无数据","2016年"
"锦江国际城","武汉市","武昌","武昌-积玉桥-临江大道88号","30.568117826797","114.31413678476","30.564855568273625","114.30212486000075","暂无数据","142699m²","840户","2005年"
"越秀星悦峰","武汉市","武昌","武昌-中北路-中北路259号","30.576401","114.360422","30.572409176784042","114.34851036268867","公寓","暂无数据","暂无数据","2020年"
"华润置地凤凰城","武汉市","武昌","武昌-积玉桥-和平大道18号","30.562582239291","114.31484482916","30.5593147510767","114.30283081579107","暂无数据","暂无数据","暂无数据","2008年"
"汉街壹号公馆","武汉市","武昌","武昌-中北路-中北路171号","30.564875","114.347714","30.561044639480567","114.33578272984408","暂无数据","暂无数据","暂无数据","2014年"
"汉飞滨江国际","武汉市","武昌","武昌-徐东-红盛路1号","30.597608164233","114.34704261389","30.59377500751017","114.33509899127499","暂无数据","48230m²","486户","2006年"
"秦园居","武汉市","武昌","武昌-徐家棚-秦园路7号","30.590998346729","114.34171081137","30.58726662314709","114.3297583756628","暂无数据","22880m²","220户","2006年"
"融侨城1期","武汉市","武昌","武昌-徐东-铁机路","30.613981","114.352575","30.61005111193697","114.3406256793081","公寓","暂无数据","暂无数据","2015年"
"百瑞景中央生活区1期","武汉市","武昌","武昌-中南丁字桥-宝通寺路","30.526076941619","114.34102495511","30.52237294712176","114.3290457309081","暂无数据","1060000m²","798户","2013年"
"怡景苑(临江大道)","武汉市","武昌","武昌-徐东-临江大道","30.62215","114.358048","30.61815132095966","114.3460978419996","暂无数据","暂无数据","暂无数据","2003年"
"恒大首府东区","武汉市","武昌","武昌-徐家棚-和平大道690号","30.578907","114.327151","30.575462722408044","114.31516097557557","暂无数据","暂无数据","暂无数据","2013年"
"鸿岭花园","武汉市","武昌","武昌-中南丁字桥-石牌岭路283号","30.526215","114.345564","30.522426174761563","114.33359784866992","暂无数据","暂无数据","暂无数据","2015年"
"尚隆地球村","武汉市","武昌","武昌-积玉桥-公平路45号","30.565025","114.320223","30.561694802888567","114.30821630079294","暂无数据","173800m²","2600户","2002年"
"北港佳和云居","武汉市","武昌","武昌-南湖花园-丁字桥南路410号","30.513894","114.330423","30.510401206114057","114.31840956075273","暂无数据","421252m²","1560户","2008年"
"观澜天地","武汉市","武昌","武昌-武泰闸烽火-武金堤路","30.511685949191","114.28672301585","30.508331555895445","114.27474650133256","暂无数据","暂无数据","暂无数据","暂无数据"
"烽火尚品虹城","武汉市","武昌","武昌-武泰闸烽火-江盛路8号","30.513542","114.298156","30.51030833941609","114.28613326333328","暂无数据","暂无数据","暂无数据","暂无数据"
"东湖楚世家","武汉市","武昌","武昌-东湖风景区-黄鹂路68号","30.570309444766","114.37331867887","30.566304587681504","114.36139004350967","暂无数据","70308m²","260户","2006年"
"东湖春树里","武汉市","武昌","武昌-中北路-徐东大街50号","30.581285","114.36911","30.577263620933103","114.35719002687512","暂无数据","47262m²","968户","2009年"
"新长江滨江花园","武汉市","武昌","武昌-徐东-团结路2号","30.596134087941","114.34140987902","30.592405098734996","114.32945198178706","暂无数据","暂无数据","暂无数据","暂无数据"
"南国SOHO","武汉市","武昌","武昌-南湖花园-平安路","30.515134","114.328208","30.511681996822734","114.31618807779034","公寓","暂无数据","暂无数据","2008年"
"徐东社区","武汉市","武昌","武昌-徐东-徐东二路23号","30.589963","114.352421","30.586050492430036","114.34049564717914","暂无数据","暂无数据","暂无数据","暂无数据"
"福星惠誉国际城","武汉市","武昌","武昌-中北路-徐东大街28号","30.587217","114.359482","30.58322755752235","114.34756599692373","暂无数据","166835m²","1460户","2012年"
"复地东湖国际一二期","武汉市","武昌","武昌-中北路-兴武路,近兴国路","30.565277","114.363453","30.561270596205905","114.35153874781848","公寓","1060000m²","5968户","2013年"
"首义小区(张之洞路)","武汉市","武昌","武昌-阅马场首义-紫阳路169号","30.541232","114.313723","30.537976568415537","114.3016908654698","暂无数据","960m²","10200户","1998年"
"水域天际","武汉市","武昌","武昌-南湖花园-建安街特1号","30.508300083375","114.32938219706","30.50482892167159","114.31736767508464","暂无数据","80000m²","2943户","2006年"
"金都汉宫","武汉市","武昌","武昌-积玉桥-中山路99号","30.563143","114.309776","30.559911308180062","114.2977620642178","暂无数据","300000m²","1200户","2009年"
"中华路欧式公寓","武汉市","武昌","武昌-司门口-中华路50号","30.554888077011","114.30556650104","30.551669051058557","114.29355104006517","公寓","5700m²","暂无数据","1991年"
"天永公寓","武汉市","武昌","武昌-水果湖-东湖路80-8号","30.557063","114.354065","30.553139577539294","114.3421412128048","暂无数据","19000m²","暂无数据","2006年"
"广福坊","武汉市","武昌","武昌-司门口-民主路","30.552838777625","114.30360343401","30.549619504727566","114.29158956623577","暂无数据","暂无数据","暂无数据","1998年"
"南苑村","武汉市","武昌","武昌-水果湖-东三路","30.544883","114.35172","30.540992316657714","114.33978174325729","暂无数据","暂无数据","暂无数据","1998年"
"铁四院社区","武汉市","武昌","武昌-徐东-杨园街","30.609600512122","114.34900729787","30.60572685393672","114.3370555074356","暂无数据","暂无数据","暂无数据","1995年"
"七医院宿舍","武汉市","武昌","武昌-小东门-中南二路","30.547364668404","114.33844924372","30.543708995528057","114.32647827521198","暂无数据","8000m²","300户","1995年"
"船校村","武汉市","武昌","武昌-徐东-和平大道1064-9号","30.608184277029","114.35370732213","30.60424308410056","114.34176591971803","暂无数据","暂无数据","暂无数据","暂无数据"
"傅家坡国土厅宿舍","武汉市","武昌","武昌-中南丁字桥-紫阳东路","30.536336740946","114.33233923913","30.532802655670373","114.3203393928904","暂无数据","暂无数据","暂无数据","1995年"
"武车小区","武汉市","武昌","武昌-徐家棚-武车村路","30.588399","114.337894","30.584743404421545","114.32593172349449","暂无数据","暂无数据","暂无数据","2001年"
"少儿出版社宿舍","武汉市","武昌","武昌-中北路-东湖路183号","30.577994","114.37633","30.57400547534866","114.36439245373444","暂无数据","暂无数据","暂无数据","暂无数据"
"雄楚公寓","武汉市","武昌","武昌-南湖花园-楚雄大道222-16号","30.522762","114.338942","30.519099409068478","114.32695522371816","暂无数据","暂无数据","暂无数据","1998年"
"后长社区","武汉市","武昌","武昌-阅马场首义-后长街","30.545931886143","114.30581003166","30.542713381744147","114.29378629073686","暂无数据","暂无数据","暂无数据","1989年"
"小东门电器宿舍","武汉市","武昌","武昌-小东门-民主一路","30.550068","114.328789","30.546600304085135","114.3167909694651","暂无数据","暂无数据","暂无数据","2003年"
"首义四巷小区","武汉市","武昌","武昌-武昌火车站-首义路85号","30.543034","114.316612","30.5397506239985","114.30458338515375","暂无数据","暂无数据","暂无数据","1995年"
"武泰闸司法宿舍","武汉市","武昌","武昌-武泰闸烽火-白沙洲大道","30.52525940792","114.31096316122","30.522025526899547","114.29891999331026","暂无数据","暂无数据","暂无数据","1998年"
"小东门电子小区","武汉市","武昌","武昌-小东门-民主一路52号","30.553173","114.32629","30.549749776597654","114.31428802841369","暂无数据","暂无数据","暂无数据","1991年"
"鼓架坡小区","武汉市","武昌","武昌-司门口-棋盘街","30.554710267539","114.32022855374","30.551381549915217","114.30821508224912","暂无数据","暂无数据","暂无数据","2000年"
"湖北省司法厅宿舍","武汉市","武昌","武昌-小东门-姚家岭57号","30.557034282132","114.34452574151","30.553261221591747","114.33258126312357","暂无数据","暂无数据","暂无数据","1998年"
"武昌区卫生局卫生监督所宿舍","武汉市","武昌","武昌-司门口-民主路504号","30.548770293588","114.32114311858","30.545429299385727","114.30912602980885","暂无数据","暂无数据","暂无数据","1996年"
"水果湖水产局宿舍","武汉市","武昌","武昌-水果湖-东湖路80号","30.556843803993","114.35343774065","30.55292849400755","114.34151286042528","公寓","暂无数据","暂无数据","1995年"
"南湖安六小区","武汉市","武昌","武昌-南湖花园-建安街","30.509661086781","114.31930096347","30.506352124400976","114.3072633123594","暂无数据","暂无数据","暂无数据","2002年"
"涂家岭一村","武汉市","武昌","武昌-中南丁字桥-雄楚大道","30.526692","114.33478","30.523111192746544","114.32278155267623","暂无数据","暂无数据","暂无数据","2000年"
"湖北省社科联宿舍","武汉市","武昌","武昌-中北路-黄鹂路60号","30.571046062198","114.36880101063","30.56702817642135","114.35688253506194","暂无数据","暂无数据","暂无数据","1995年"
"武珞路五巷小区","武汉市","武昌","武昌-武昌火车站-武珞路五巷","30.545559594079","114.33256920535","30.54202034796325","114.32057816119065","暂无数据","暂无数据","暂无数据","1990年"
"放鹰台社区","武汉市","武昌","武昌-水果湖-惠明路14-3号","30.554345862054","114.35364039837","30.55042818039645","114.34171382654927","暂无数据","暂无数据","暂无数据","2001年"
"五库村大院","武汉市","武昌","武昌-阅马场首义-烈士街30号","30.540731","114.310108","30.537499927255983","114.29807556356417","暂无数据","暂无数据","暂无数据","1993年"
"康欣楼","武汉市","武昌","武昌-中南丁字桥-丁字桥路72号","30.529563203116","114.3352406761","30.52597280868203","114.32324514387625","暂无数据","暂无数据","暂无数据","2001年"
"星苑社区","武汉市","武昌","武昌-武泰闸烽火-白沙洲大道","30.518983","114.30517","30.515768542377522","114.29313061370135","暂无数据","暂无数据","暂无数据","1998年"
"中山路汽配城宿舍","武汉市","武昌","武昌-积玉桥-中山路","30.560830316074","114.31960737548","30.557509152635056","114.30759740423363","暂无数据","暂无数据","暂无数据","1991年"
"石牌岭物资处宿舍","武汉市","武昌","武昌-中南丁字桥-珞狮南路","30.526208","114.346943","30.522395001931017","114.33498041580292","暂无数据","暂无数据","暂无数据","2003年"
"湖北省林业局宿舍","武汉市","武昌","武昌-阅马场首义-吉祥巷14号","30.548034","114.303499","30.544814980595856","114.29148104821198","暂无数据","暂无数据","暂无数据","1990年"
"武汉大学医学院职工宿舍","武汉市","武昌","武昌-中北路-东湖路115号","30.5606","114.35613","30.556651631094596","114.34421123541618","暂无数据","暂无数据","暂无数据","2005年"
"张浩湾小区","武汉市","武昌","武昌-中南丁字桥-静安路6号","30.527377421834","114.32721278925","30.523940385120575","114.3151924246702","暂无数据","暂无数据","暂无数据","2001年"
"民主路荆南街小区","武汉市","武昌","武昌-司门口-荆南街13号","30.550492191413","114.3166344334","30.54720805078029","114.30461265714916","公寓","暂无数据","暂无数据","1992年"
"民主路急救站宿舍","武汉市","武昌","武昌-小东门-民主路","30.549765003809","114.33405789341","30.546196253157923","114.32207530682952","暂无数据","暂无数据","暂无数据","1990年"
"中铁十一局小区","武汉市","武昌","武昌-司门口-中山路","30.55419","114.324835","30.550791371608376","114.31283033392312","暂无数据","暂无数据","暂无数据","暂无数据"
"老审计厅宿舍","武汉市","武昌","武昌-武昌火车站-紫阳东路4号","30.542774589095","114.3375482433","30.539137077837722","114.32557022173803","暂无数据","暂无数据","暂无数据","暂无数据"
"梅隐寺社区","武汉市","武昌","武昌-武泰闸烽火-中山路582号","30.529213711644","114.31514719879","30.525946688153333","114.30310676205588","暂无数据","暂无数据","暂无数据","1999年"
"马蹄营小区","武汉市","武昌","武昌-司门口-粮道街","30.552171","114.322137","30.548815189603733","114.31012480533629","暂无数据","暂无数据","暂无数据","1997年"
"秦园居名雅花苑","武汉市","武昌","武昌-徐家棚-秦园路58号","30.589035","114.340176","30.58533410429198","114.32822039227723","暂无数据","暂无数据","暂无数据","2006年"
"徐家棚公太里社区","武汉市","武昌","武昌-徐家棚-秦园路","30.596271","114.334556","30.59267708312219","114.3225765491925","暂无数据","暂无数据","暂无数据","2001年"
"付家坡残联宿舍","武汉市","武昌","武昌-武昌火车站-付家坡一路25号","30.537091","114.33696","30.533465599986634","114.32497518352265","公寓","暂无数据","暂无数据","2001年"
"建新里机务段小区","武汉市","武昌","武昌-徐东-建新里80号","30.600958324031","114.33814696392","30.59729016410053","114.3261740636801","暂无数据","暂无数据","暂无数据","2000年"
"湖北省水产局职工小区","武汉市","武昌","武昌-阅马场首义-彭刘杨路251号","30.545698","114.307074","30.54247754677657","114.29504844211168","暂无数据","暂无数据","暂无数据","1997年"
"鄂电小区","武汉市","武昌","武昌-积玉桥-临江大道297号","30.578705040586","114.32403674029","30.575313705297813","114.31203915424","暂无数据","暂无数据","暂无数据","1996年"
"红岭花苑小区","武汉市","武昌","武昌-小东门-红岭街","30.556878","114.343844","30.553117506653358","114.33189749042415","暂无数据","暂无数据","暂无数据","1998年"
"中华路公寓","武汉市","武昌","武昌-司门口-自由路6号","30.55473709059","114.30234984867","30.551515428555046","114.29034013048796","公寓","暂无数据","暂无数据","2002年"
"紫东馨居","武汉市","武昌","武昌-中南丁字桥-紫阳东路12号","30.536746939077","114.33751815006","30.53311048456957","114.32553481286755","公寓","暂无数据","暂无数据","2004年"
"司门口青龙巷小区","武汉市","武昌","武昌-司门口-青龙巷","30.553343292786","114.30811921581","30.550119469577922","114.296099467386","暂无数据","暂无数据","暂无数据","1995年"
"武铁汽车队小区","武汉市","武昌","武昌-徐东-杨园街89号","30.607249","114.34306","30.60348138938853","114.33109525036177","公寓","暂无数据","暂无数据","2000年"
"津津花园","武汉市","武昌","武昌-水果湖-中北路66号","30.557639533632","114.34714546987","30.553819996572344","114.33520835490327","暂无数据","暂无数据","暂无数据","2000年"
"精典公寓小区","武汉市","武昌","武昌-中南丁字桥-石牌岭路20号","30.533304719834","114.34845726541","30.529465255551354","114.33650243490196","暂无数据","暂无数据","暂无数据","2000年"
"粮道街花园山社区","武汉市","武昌","武昌-司门口-胭脂路","30.555444","114.315931","30.552166845819777","114.30391281929009","暂无数据","暂无数据","暂无数据","2000年"
"何家垅社区","武汉市","武昌","武昌-小东门-民主路","30.550875","114.334043","30.547306456377182","114.32206136277325","暂无数据","暂无数据","暂无数据","1997年"
"湖北省建设银行宿舍","武汉市","武昌","武昌-水果湖-洪山一巷1号","30.540439","114.340013","30.53675302337518","114.3280405763042","暂无数据","暂无数据","暂无数据","2000年"
"双湖桥小区","武汉市","武昌","武昌-水果湖-白鹭街38-2号","30.556066416031","114.35718969327","30.552107444757443","114.34526863858986","暂无数据","暂无数据","暂无数据","2000年"
"白沙洲街堤东社区","武汉市","武昌","武昌-武泰闸烽火-万福林538号","30.525254","114.302152","30.52203476810118","114.29011973918239","公寓","暂无数据","暂无数据","1996年"
"中国工商银行武汉丁字桥支行宿舍","武汉市","武昌","武昌-中南丁字桥-丁字桥路44号","30.534917","114.338939","30.53125259371302","114.32695868351118","暂无数据","暂无数据","暂无数据","1995年"
"中南客运站宿舍","武汉市","武昌","武昌-小东门-中南一路44号","30.547380374695","114.33320430734","30.543828587293028","114.32121689427285","暂无数据","暂无数据","暂无数据","1990年"
"德安苑","武汉市","武昌","武昌-徐东-国盛路3号","30.618135787818","114.35745532221","30.614145254128598","114.3455080747225","公寓","暂无数据","暂无数据","1992年"
"湖北省标准化研究院","武汉市","武昌","武昌-积玉桥-公平路6号","30.561318","114.320355","30.557986682091865","114.30834652007134","暂无数据","暂无数据","暂无数据","1991年"
"津水闸商住楼","武汉市","武昌","武昌-武昌火车站-首义路","30.534425077934","114.31519723441","30.531156922805717","114.30316023415601","暂无数据","暂无数据","暂无数据","1991年"
"湖滨村小区","武汉市","武昌","武昌-阅马场首义-湖滨村2号","30.534347157983","114.30924551125","30.531120639863158","114.29720830618625","公寓","暂无数据","暂无数据","1998年"
"阅马场实验小学宿舍","武汉市","武昌","武昌-阅马场首义-彭刘杨路","30.545423431006","114.30290916512","30.54220367821214","114.29088998618259","暂无数据","暂无数据","暂无数据","2002年"
"大东门农行宿舍","武汉市","武昌","武昌-武昌火车站-武珞路272号","30.545279752039","114.32584422081","30.541864809443506","114.3138340253613","公寓","暂无数据","暂无数据","1995年"
"公汽宿舍","武汉市","武昌","武昌-司门口-临江大道","30.557234789121","114.30309616089","30.554014338041","114.29108684030953","公寓","暂无数据","暂无数据","1995年"
"江宏别墅小区","武汉市","武昌","武昌-南湖花园-雄楚大道32号","30.525537","114.324121","30.522152885202722","114.31209226457949","暂无数据","暂无数据","暂无数据","2001年"
"列电新村","武汉市","武昌","武昌-武泰闸烽火-江盛路106号","30.514166","114.300685","30.51094490625062","114.28865507730214","暂无数据","暂无数据","暂无数据","2000年"
"武铁汇文住宅小区","武汉市","武昌","武昌-小东门-民主二路62号","30.555944197849","114.33546992367","30.552346924635362","114.32349704533488","暂无数据","暂无数据","500户","2007年"
"华新里小区","武汉市","武昌","武昌-积玉桥-临江大道297号","30.57881798012","114.32209128005","30.5754568490429","114.31008959196089","暂无数据","10000m²","450户","1991年"
"花堤街社区","武汉市","武昌","武昌-阅马场首义-花堤街","30.544706613716","114.30014747305","30.541478298097392","114.28813413342176","暂无数据","暂无数据","暂无数据","暂无数据"
"紫笛苑小区","武汉市","武昌","武昌-阅马场首义-复兴路55号","30.537719743193","114.30543822301","30.534502110397664","114.29340771563356","暂无数据","暂无数据","暂无数据","2007年"
"湖北经济学院教工公寓","武汉市","武昌","武昌-司门口-粮道街118号","30.553392507946","114.31331914708","30.550139490509647","114.30129785350863","暂无数据","暂无数据","暂无数据","2006年"
"粮道街经济管理学院宿舍","武汉市","武昌","武昌-司门口-粮道街","30.552242","114.31779","30.548944604417823","114.30577100343375","暂无数据","暂无数据","暂无数据","2001年"
"团结路煤气公司宿舍","武汉市","武昌","武昌-徐东-团结路","30.591061143342","114.34770915658","30.587220604915426","114.33577312645131","普通住宅","暂无数据","暂无数据","2000年"
"武车四村","武汉市","武昌","武昌-徐家棚-和平大道","30.5824087351","114.32717191635","30.57896256676639","114.31518078566542","暂无数据","暂无数据","暂无数据","2005年"
"武泰闸检察院宿舍","武汉市","武昌","武昌-武泰闸烽火-巡司河街","30.526395258369","114.31297590454","30.523147515679067","114.30093314668665","暂无数据","暂无数据","暂无数据","1995年"
"湖北省财政厅宿舍","武汉市","武昌","武昌-中北路-东湖路107号","30.559354042326","114.35655108788","30.555401293885293","114.3446319070692","暂无数据","暂无数据","暂无数据","2000年"
